"","X.Cuvash.","X.Karachai.","X.Kazakh.","X.Khakass.","X.Kirghiz.","X.SouthAltaic.","X.Tatar.","X.Turkish.","X.Turkmen.","X.Tuvan.","X.Uzbek.","X.Yakut."
"973","1","1","1","1","1","1","1","1","1","1","1","0"
"974","1","1","1","0","1","0","1","1","0","0","1","1"
"975","0","0","0","1","0","0","0","0","0","1","0","1"
"976","0","0","0","0","1","1","0","0","0","0","1","0"
"977","0","1","1","1","1","1","1","1","1","1","1","1"
"978","1","1","1","1","1","1","1","1","1","1","1","1"
"979","1","1","1","1","1","1","1","1","1","1","1","0"
"980","1","1","1","1","1","1","1","1","1","1","1","1"
"981","1","1","1","1","1","1","1","1","1","1","1","0"
"982","0","0","0","0","0","0","0","1","1","1","0","1"
"983","0","1","0","1","0","1","0","0","0","0","1","1"
"984","0","1","1","1","1","1","1","1","1","0","1","1"
"985","0","1","1","1","1","1","1","1","1","1","1","1"
"986","1","1","1","1","1","1","1","1","1","1","1","0"
"987","1","1","1","1","1","1","1","1","1","1","1","0"
"988","1","1","0","0","0","0","0","1","0","0","0","1"
"989","1","1","1","1","1","1","1","1","1","1","1","1"
"990","0","1","1","1","1","1","1","1","1","1","1","1"
"991","1","1","1","1","1","1","1","1","1","1","1","1"
"992","0","0","1","0","1","0","0","1","1","0","1","0"
"993","1","0","1","1","1","1","1","0","1","0","1","0"
"994","1","1","1","1","1","1","1","1","1","1","1","1"
"995","0","1","1","0","1","0","1","1","1","0","1","0"
"996","0","1","1","0","1","0","0","1","1","0","1","0"
"997","0","0","1","0","1","0","1","0","1","1","1","1"
"998","0","1","1","1","1","1","1","1","1","1","1","1"
"999","1","1","1","0","1","0","1","0","1","0","1","1"
"1000","1","0","0","1","0","1","1","1","0","1","1","0"
"1001","1","0","1","0","1","0","1","1","0","1","1","0"
"1002","1","1","1","1","1","0","1","0","0","1","0","1"
"1003","0","1","1","1","1","1","1","1","1","1","1","1"
"1004","0","0","1","1","1","1","0","0","0","1","1","1"
"1005","1","1","0","0","0","0","1","1","0","0","1","0"
"1006","0","0","0","1","1","0","0","0","0","1","0","1"
"1007","0","0","0","1","0","0","0","0","0","1","0","1"
"1008","1","0","0","0","0","0","0","1","0","0","0","1"
"1009","1","1","1","0","0","0","1","0","0","0","1","1"
"1010","0","1","1","0","1","0","0","0","0","0","0","0"
"1011","0","0","0","0","0","0","0","0","0","1","0","1"
"1012","0","0","1","0","0","0","0","1","1","0","0","0"
"1013","1","1","1","1","0","0","1","1","1","1","1","0"
"1014","0","0","0","1","1","0","0","0","0","1","0","0"
"1015","0","0","1","0","1","0","0","1","1","0","1","0"
"1016","1","1","1","1","1","0","1","1","1","1","1","1"
"1017","1","0","0","0","0","0","0","0","0","1","0","0"
"1018","1","0","0","0","0","0","0","1","0","0","0","0"
"1019","1","1","1","1","1","0","1","1","1","0","1","1"
"1020","1","1","1","0","1","1","1","1","1","1","1","1"
"1021","0","0","0","0","0","0","1","1","0","0","1","0"
"1022","0","1","1","1","1","0","1","0","0","0","1","1"
"1023","0","1","0","0","0","0","0","1","0","0","0","0"
"1024","1","1","1","1","1","0","1","1","0","1","1","0"
"1025","1","0","0","0","0","0","0","0","0","1","0","1"
"1026","0","0","0","0","0","0","1","1","1","1","1","1"
"1027","0","1","1","1","1","0","1","0","0","1","1","1"
"1028","0","0","1","0","0","0","1","0","0","0","0","1"
"1029","1","1","1","1","1","0","1","1","1","1","1","1"
"1030","1","1","1","1","1","0","1","1","1","1","1","0"
"1031","1","1","1","0","1","0","1","1","1","0","1","0"
"1032","1","1","1","1","1","0","1","1","1","1","1","0"
"1033","0","0","0","1","1","0","1","0","0","1","0","1"
"1034","1","1","0","0","1","0","1","0","0","1","0","1"
"1035","1","1","1","1","1","0","0","1","0","1","1","1"
"1036","1","0","0","0","0","0","1","0","1","0","0","0"
"1037","0","1","1","1","1","0","1","0","1","1","1","1"
"1038","0","1","1","1","1","0","0","0","1","1","1","0"
"1039","0","0","1","0","1","0","1","0","0","0","0","0"
"1040","0","0","0","1","0","0","0","0","1","1","1","0"
"1041","1","1","0","0","0","0","0","1","1","1","0","0"
"1042","1","1","1","0","1","0","1","0","1","1","1","0"
"1043","1","1","1","1","1","0","1","1","1","1","1","1"
"1044","1","1","1","1","1","0","1","1","1","1","1","1"
"1045","1","1","0","0","0","0","1","0","0","0","0","0"
"1046","0","1","1","0","1","0","0","1","1","0","1","1"
"1047","1","1","1","1","1","0","1","1","1","1","1","0"
"1048","0","0","1","0","0","0","0","1","1","0","1","0"
"1049","0","1","1","1","1","0","1","0","1","1","1","1"
"1050","0","0","0","0","0","0","0","1","0","0","0","0"
"1051","0","1","1","1","1","0","1","0","0","0","0","1"
"1052","1","1","1","1","1","0","1","1","1","1","1","1"
"1053","1","1","1","0","1","0","1","1","1","1","1","1"
"1054","1","0","0","0","0","0","0","1","1","0","0","0"
"1055","0","0","0","0","1","0","0","1","0","0","0","0"
"1056","1","0","0","0","0","0","0","1","1","0","0","0"
"1057","1","0","1","0","0","0","1","0","0","0","1","1"
"1058","1","0","0","0","0","0","1","0","0","1","0","0"
"1059","1","0","0","0","1","0","0","0","1","0","1","0"
"1060","1","1","0","0","0","0","1","1","0","0","0","0"
"1061","0","1","1","1","1","0","1","0","0","1","1","0"
"1062","1","1","0","0","0","0","0","0","0","0","0","0"
"1063","0","0","1","1","1","0","0","0","0","1","1","0"
"1064","1","0","0","0","0","0","0","1","0","0","0","0"
"1065","1","1","0","0","0","0","0","0","0","0","0","0"
"1066","1","0","1","1","1","0","1","1","1","1","1","1"
"1067","1","1","1","1","1","0","1","1","1","0","1","1"
"1068","0","0","1","1","1","0","1","0","0","1","1","1"
"1069","1","1","1","1","1","0","1","1","1","1","1","1"
"1070","0","0","0","1","0","0","0","0","0","1","0","0"
"1071","0","0","0","0","0","0","0","1","1","0","0","0"
"1072","0","1","1","0","1","0","1","1","0","0","1","0"
"1073","0","1","1","0","1","0","1","0","1","0","1","0"
"1074","1","1","1","1","1","0","1","1","1","1","1","1"
"1075","0","0","1","0","1","0","1","0","0","0","1","0"
"1076","1","1","1","1","1","0","1","1","1","1","1","1"
"1077","1","0","0","0","1","0","0","0","1","0","0","0"
"1078","0","1","1","0","1","0","1","0","1","0","1","0"
"1079","0","0","1","1","0","0","0","1","1","0","1","0"
"1080","0","1","1","0","1","0","0","1","1","0","1","0"
"1081","0","0","0","1","0","0","0","0","0","1","0","0"
"1082","0","1","1","0","1","0","1","0","1","0","1","0"
"1083","0","0","1","0","1","0","1","0","0","0","0","0"
"1084","0","1","1","0","0","0","1","0","0","0","1","1"
"1085","0","0","0","1","0","0","0","0","0","1","0","1"
"1086","1","1","0","0","0","0","0","1","0","0","0","0"
"1087","1","1","1","0","1","0","1","1","0","0","0","0"
"1088","1","1","0","0","0","0","1","0","0","0","0","0"
"1089","0","0","1","0","1","0","0","1","0","0","1","0"
"1090","0","0","1","1","1","0","1","0","0","1","1","1"
"1091","1","0","0","0","0","0","0","0","1","0","0","0"
"1092","0","0","0","1","0","0","0","0","0","1","0","0"
"1093","1","1","1","0","1","0","1","1","1","0","1","0"
"1094","1","0","0","1","1","0","0","0","1","0","1","1"
"1095","0","1","1","1","1","1","1","0","1","1","1","1"
"1096","1","1","1","1","1","0","1","1","1","1","1","1"
"1097","0","0","0","1","0","0","0","0","0","1","0","0"
"1098","0","1","1","1","1","1","0","1","1","0","1","0"
"1099","1","1","1","1","1","0","1","1","1","1","1","1"
"1100","1","1","1","1","1","1","1","1","1","1","1","0"
"1101","0","1","1","1","1","0","1","1","1","0","1","1"
"1102","1","1","1","0","1","1","1","1","1","0","1","1"
"1103","1","1","1","1","1","1","1","1","1","1","1","1"
"1104","0","0","0","0","0","0","0","1","0","1","1","1"
"1105","0","1","0","0","0","1","0","0","1","0","0","0"
"1106","1","1","1","1","1","1","1","1","1","1","1","1"
"1107","1","1","1","0","1","1","1","1","1","1","1","1"
"1108","0","0","0","0","0","0","0","1","0","1","0","1"
"1109","0","1","0","0","1","0","0","0","0","1","0","1"
"1110","0","0","0","0","1","1","0","0","0","0","1","0"
"1111","1","0","0","0","0","0","0","1","0","0","0","0"
"1112","0","1","1","1","1","1","1","1","1","1","1","1"
"1113","1","1","1","0","0","0","1","1","0","0","0","1"
"1114","0","0","0","0","0","0","0","1","1","0","0","1"
"1115","0","1","0","1","1","1","1","0","0","1","0","0"
"1116","1","1","1","1","1","1","1","1","1","0","1","0"
"1117","0","1","1","1","1","1","1","1","1","1","1","1"
"1118","1","1","1","1","1","1","1","1","1","1","1","1"
"1119","0","0","0","0","1","0","0","0","0","1","0","1"
"1120","0","1","1","1","1","1","1","0","0","1","1","1"
"1121","0","1","0","0","0","0","1","0","0","0","1","0"
"1122","0","0","0","1","0","0","0","0","0","1","0","0"
"1123","0","0","1","1","1","0","1","0","0","1","0","1"
"1124","1","0","1","1","1","0","1","1","1","1","0","0"
"1125","1","1","1","0","0","0","1","1","0","0","0","1"
"1126","0","0","1","0","1","0","0","0","0","0","1","0"
"1127","0","0","1","0","1","0","0","0","1","0","1","0"
"1128","1","1","1","1","1","1","1","1","1","0","1","1"
"1129","0","0","1","1","1","1","1","0","0","1","0","1"
"1130","0","0","0","0","1","0","0","1","1","0","1","0"
"1131","1","1","1","0","1","0","1","1","1","0","1","0"
"1132","0","1","1","0","0","0","1","0","1","0","1","0"
"1133","1","1","1","0","1","1","1","1","0","1","1","0"
"1134","0","1","1","0","1","1","1","1","1","0","1","0"
"1135","0","0","0","1","0","1","1","1","1","1","0","0"
"1136","0","0","1","0","1","0","1","0","0","0","1","0"
"1137","1","0","1","1","1","0","1","0","0","1","1","1"
"1138","0","1","1","1","1","0","1","1","1","0","1","1"
"1139","1","1","1","1","1","1","1","1","1","0","1","0"
"1140","1","1","1","0","1","0","1","1","1","0","1","0"
"1141","0","1","1","1","1","1","1","0","1","1","1","1"
"1142","0","0","1","0","1","0","1","0","0","0","0","1"
"1143","0","0","0","1","0","0","0","0","0","1","0","1"
"1144","1","1","1","1","1","1","1","1","1","1","1","1"
"1145","1","1","1","0","1","0","1","1","1","0","1","0"
"1146","0","0","0","1","0","0","0","0","0","1","0","0"
"1147","1","1","1","1","1","1","1","1","1","1","1","1"
"1148","0","1","1","0","1","0","1","1","1","0","1","0"
"1149","0","0","0","0","0","0","0","0","0","1","0","1"
"1150","1","1","1","1","1","1","1","1","1","1","1","1"
"1151","1","1","1","0","1","0","1","1","1","0","1","0"
"1152","0","0","0","0","0","0","0","0","0","1","0","1"
"1153","1","1","1","1","1","1","1","1","1","1","1","1"
"1154","1","1","1","1","1","1","1","1","1","1","1","1"
"1155","1","1","1","1","1","1","1","1","1","1","1","1"
"1156","0","1","1","1","1","0","1","1","1","1","0","0"
"1157","0","0","0","0","0","0","0","1","0","1","1","0"
"1158","1","1","1","1","1","1","1","1","1","0","1","0"
"1159","0","1","1","1","1","1","1","1","1","1","1","1"
"1160","0","1","1","1","1","0","1","1","1","0","1","1"
"1161","0","1","1","1","1","0","1","0","1","1","1","1"
"1162","0","1","0","1","0","1","0","0","0","1","0","1"
"1163","1","1","1","1","1","1","1","1","1","1","1","1"
"1164","0","1","1","1","1","1","1","0","1","1","1","1"
"1165","1","1","1","1","1","1","1","1","1","1","1","1"
"1166","0","1","1","1","1","1","1","1","1","0","1","0"
"1167","1","1","1","1","1","1","1","1","1","1","1","0"
"1168","0","1","0","0","0","0","0","1","1","1","0","0"
"1169","0","1","1","0","0","0","0","1","1","0","0","0"
"1170","0","0","0","1","1","1","0","0","0","1","1","0"
"1171","1","0","1","0","0","0","0","0","1","0","1","0"
"1172","0","0","0","0","0","0","1","0","0","0","0","1"
"1173","0","1","1","1","1","0","1","1","1","1","1","0"
"1174","0","0","1","0","1","0","0","1","0","0","1","0"
"1175","1","1","1","0","1","0","1","1","1","0","1","1"
"1176","0","1","1","0","1","1","1","1","0","0","1","0"
"1177","0","1","0","1","0","1","1","1","0","1","1","0"
"1178","0","1","1","1","1","0","0","1","1","0","1","1"
"1179","1","1","1","0","1","0","1","1","1","0","1","0"
"1180","1","1","1","0","1","0","1","1","0","0","1","0"
"1181","1","1","1","1","1","1","1","1","1","1","1","1"
"1182","0","0","1","1","1","1","0","1","1","1","1","1"
"1183","0","1","1","1","1","1","1","1","1","1","1","1"
"1184","1","1","1","0","1","0","1","1","1","0","1","0"
"1185","0","0","0","0","0","0","0","0","0","1","0","1"
"1186","0","0","1","0","1","0","0","0","0","0","1","0"
"1187","0","0","1","0","1","1","1","1","1","1","1","1"
"1188","0","0","0","1","1","0","1","1","0","0","0","1"
"1189","0","1","1","0","1","1","1","0","0","1","1","1"
"1190","0","0","1","0","1","1","1","0","0","0","0","1"
"1191","0","0","1","0","1","1","1","0","0","0","0","1"
"1192","0","1","1","1","1","1","0","0","0","1","1","1"
"1193","1","1","1","1","1","1","1","1","1","1","1","0"
"1194","0","1","1","0","1","0","1","0","1","0","0","0"
"1195","0","0","1","1","0","0","1","0","0","0","1","0"
"1196","0","1","1","0","1","0","1","1","1","0","1","1"
"1197","1","1","1","1","1","1","1","1","1","1","1","0"
"1198","1","0","1","0","0","1","1","1","1","1","1","1"
"1199","1","1","1","1","1","1","1","1","1","1","1","1"
"1200","1","1","1","1","1","1","1","1","1","1","1","1"
"1201","1","0","1","0","1","0","1","0","0","0","1","0"
"1202","0","1","1","1","1","1","1","1","1","1","1","0"
"1203","0","0","0","1","0","0","0","0","0","1","0","1"
"1204","1","1","1","1","1","1","1","1","1","1","1","0"
"1205","0","0","0","1","0","0","0","0","0","1","0","0"
"1206","0","0","0","1","1","1","1","0","1","1","1","0"
"1207","0","1","1","0","1","1","1","1","1","1","1","1"
"1208","1","0","0","0","0","0","1","0","1","0","0","0"
"1209","0","0","1","0","1","0","0","0","0","0","1","0"
"1210","0","1","1","0","1","0","1","1","0","0","1","0"
"1211","1","1","1","1","1","1","1","0","1","1","1","1"
"1212","0","1","0","0","0","0","1","1","1","0","0","0"
"1213","1","1","1","0","1","1","1","1","1","0","1","0"
"1214","1","1","1","1","1","1","1","1","1","1","1","0"
"1215","1","1","1","1","1","1","1","1","1","1","1","1"
"1216","1","0","0","0","0","0","0","1","1","1","1","1"
"1217","1","1","1","0","1","0","1","1","1","0","1","0"
"1218","1","0","1","0","1","0","1","0","1","1","1","0"
"1219","0","0","1","1","1","0","0","0","0","1","0","1"
"1220","0","1","0","0","0","0","0","1","1","0","0","0"
"1221","0","1","1","1","1","1","1","1","1","0","1","0"
"1222","1","1","1","1","1","1","1","1","1","1","1","1"
"1223","1","1","1","0","1","0","1","1","1","0","1","0"
"1224","0","0","0","1","0","1","0","1","0","1","1","1"
"1225","0","0","1","1","1","1","1","1","1","1","1","1"
"1226","1","1","1","1","1","1","1","1","1","1","1","1"
"1227","1","1","1","1","0","1","1","1","1","1","1","1"
"1228","0","1","1","1","0","0","1","1","0","0","0","0"
"1229","1","1","0","0","1","0","1","1","1","0","1","0"
"1230","0","0","0","0","0","0","0","0","1","0","1","0"
"1231","0","0","0","0","0","0","1","1","1","0","0","0"
"1232","1","0","0","0","0","0","0","0","1","1","0","0"
"1233","1","0","0","0","0","0","1","0","0","0","0","0"
"1234","1","1","0","0","0","0","0","1","1","1","0","0"
"1235","1","0","0","0","0","0","1","0","0","0","0","0"
"1236","1","1","0","0","1","0","1","1","1","0","1","0"
"1237","1","0","0","0","0","0","0","0","1","0","0","0"
"1238","0","1","1","0","1","0","1","0","0","0","0","0"
"1239","1","0","0","0","0","0","1","1","1","0","0","0"
"1240","1","1","1","0","1","0","1","1","1","0","1","0"
"1241","0","1","1","0","0","1","1","1","0","1","0","0"
"1242","1","1","1","1","1","0","1","1","1","0","1","0"
"1243","0","1","1","0","1","0","1","0","0","0","1","0"
"1244","1","1","1","1","1","0","1","1","1","1","1","0"
"1245","0","1","1","1","1","0","1","1","1","0","1","0"
"1246","0","1","1","0","1","0","1","1","1","0","1","0"
"1247","1","1","0","1","0","0","1","1","0","1","1","0"
"1248","0","0","0","1","0","0","0","0","0","1","0","1"
"1249","0","0","0","1","1","0","0","0","0","1","0","0"
"1250","0","0","0","0","0","0","0","0","0","1","0","1"
"1251","0","1","0","1","0","0","0","1","1","1","0","1"
"1252","1","1","1","0","1","0","1","0","1","1","1","0"
"1253","1","1","1","0","1","0","1","1","1","1","1","0"
"1254","0","1","1","1","1","0","1","1","1","1","1","0"
"1255","1","1","1","1","1","0","1","0","1","0","1","0"
"1256","1","1","1","0","1","0","1","1","1","0","1","0"
"1257","1","1","1","0","1","0","1","1","1","0","1","1"
"1258","1","1","1","1","1","0","0","1","0","1","1","1"
"1259","1","1","1","1","1","0","1","1","1","1","1","1"
"1260","1","1","0","0","0","0","0","0","0","0","0","0"
"1261","0","1","1","1","1","0","1","1","1","0","1","1"
"1262","1","1","1","1","0","0","1","1","1","1","1","1"
"1263","1","1","0","1","0","0","1","0","0","0","1","0"
"1264","0","0","0","0","0","0","0","1","0","0","1","0"
"1265","0","0","0","1","0","0","0","0","0","1","0","1"
"1266","0","0","0","0","0","0","0","0","0","1","1","1"
"1267","0","0","0","0","0","0","0","0","0","1","0","1"
"1268","0","1","1","1","1","0","1","0","1","0","1","0"
"1269","1","0","1","0","1","0","1","0","1","0","1","1"
"1270","1","1","1","1","1","0","1","1","1","1","1","1"
"1271","0","0","1","1","0","0","1","0","0","0","0","0"
"1272","0","1","0","1","1","0","1","1","1","1","1","1"
"1273","1","0","0","0","0","0","1","0","0","0","0","0"
"1274","1","1","1","1","1","1","1","1","1","1","1","1"
"1275","1","1","1","1","1","0","1","1","1","1","1","1"
"1276","1","1","1","1","1","0","1","1","1","0","1","1"
"1277","1","1","1","1","1","0","1","0","1","1","1","0"
"1278","1","1","1","0","1","0","1","1","1","0","1","1"
"1279","1","1","1","1","1","0","0","1","1","0","1","1"
"1280","0","1","1","1","1","0","1","1","1","1","1","0"
"1281","1","1","1","1","1","0","1","1","1","1","1","1"
"1282","0","1","0","0","0","0","0","1","1","0","1","0"
"1283","0","0","1","1","1","0","1","0","0","0","0","0"
"1284","1","1","1","0","1","0","1","0","1","0","1","0"
"1285","1","1","1","1","1","0","1","1","1","1","1","1"
"1286","0","1","0","1","0","0","1","1","1","0","1","0"
"1287","0","0","0","1","0","0","0","0","1","1","0","1"
"1288","0","0","1","1","1","0","0","0","0","0","1","1"
"1289","1","1","1","0","1","0","1","1","1","1","1","1"
"1290","0","0","0","1","0","0","0","0","0","1","0","1"
"1291","1","1","1","1","1","0","1","1","1","0","1","1"
"1292","0","1","1","1","1","0","1","1","1","1","1","0"
"1293","0","1","1","1","0","0","1","1","1","1","1","0"
"1294","1","1","1","1","1","0","1","1","1","1","1","0"
"1295","0","1","1","1","1","0","1","0","1","1","1","1"
"1296","1","1","1","1","1","0","1","1","0","1","1","0"
"1297","0","1","1","1","1","0","1","1","1","1","1","1"
"1298","1","1","1","1","1","0","1","1","1","1","1","0"
"1299","0","0","0","0","0","0","0","1","1","0","0","0"
"1300","0","1","1","1","1","0","1","1","1","1","1","1"
"1301","1","1","1","1","1","0","1","1","1","1","1","1"
"1302","1","1","1","1","1","0","1","1","1","1","1","1"
"1303","1","0","1","0","1","0","1","0","0","0","0","0"
"1304","1","1","1","0","1","0","1","1","1","0","1","0"
"1305","0","1","1","0","1","0","1","1","1","0","1","1"
"1306","1","1","1","0","1","0","0","1","0","0","0","0"
"1307","1","0","1","0","1","0","0","0","0","0","1","0"
"1308","0","1","1","1","1","0","0","1","1","0","1","1"
"1309","1","1","1","0","1","0","1","1","0","0","1","0"
"1310","0","1","0","0","0","0","1","0","0","1","0","0"
"1311","1","1","1","0","1","0","1","0","1","1","0","0"
"1312","0","1","0","1","0","0","1","0","0","0","1","1"
"1313","1","1","0","1","1","0","1","1","1","1","1","1"
"1314","0","0","0","1","0","0","0","0","0","0","0","1"
"1315","0","0","0","1","1","0","0","0","0","1","0","0"
"1316","1","1","1","1","1","0","1","1","1","1","1","1"
"1317","0","1","1","0","1","0","0","1","0","1","0","0"
"1318","0","0","0","1","0","0","0","0","0","1","0","1"
"1319","1","1","0","0","0","0","1","1","1","0","1","0"
"1320","1","1","1","1","1","0","1","1","1","1","1","1"
"1321","0","1","1","0","1","0","1","1","1","0","1","0"
"1322","0","1","0","0","1","0","0","1","0","0","0","0"
"1323","0","0","0","0","0","0","0","1","1","0","1","0"
"1324","1","0","0","0","0","0","0","1","0","0","0","0"
"1325","0","1","1","1","1","0","0","1","1","1","1","0"
"1326","1","1","1","1","0","0","1","1","1","1","1","1"
"1327","1","1","1","0","1","0","1","1","1","0","1","0"
"1328","0","0","1","1","1","0","1","1","1","1","1","1"
"1329","0","0","0","1","0","0","0","0","0","1","0","0"
"1330","1","1","1","1","1","0","1","1","1","1","1","0"
"1331","1","1","0","0","0","0","0","1","1","0","1","0"
"1332","1","1","1","0","1","0","1","1","1","0","1","1"
"1333","0","1","1","1","1","0","0","1","1","0","1","0"
"1334","0","1","1","0","1","0","1","0","0","0","1","1"
"1335","0","1","1","0","0","0","0","1","0","0","1","0"
"1336","0","0","0","0","1","0","0","1","1","0","1","0"
"1337","0","0","0","0","0","0","0","0","0","1","0","1"
"1338","1","0","0","0","0","0","1","1","1","0","0","0"
"1339","0","0","1","0","1","0","0","0","0","0","1","0"
"1340","0","1","1","1","1","0","1","1","1","1","1","0"
"1341","1","1","1","0","1","0","1","1","1","0","1","0"
"1342","1","0","0","0","0","0","0","1","1","0","1","0"
"1343","1","1","0","0","0","0","0","1","1","0","1","1"
"1344","0","1","1","0","1","0","0","1","1","0","1","0"
"1345","1","1","1","1","1","0","1","1","1","1","1","0"
"1346","0","0","1","1","1","0","0","0","1","1","1","0"
"1347","0","1","0","0","0","0","0","1","0","0","0","0"
"1348","1","0","0","1","0","0","0","0","1","1","0","0"
"1349","0","1","1","0","1","0","1","1","1","1","1","1"
"1350","1","1","1","1","1","0","1","0","0","1","1","1"
"1351","0","0","0","0","1","0","0","0","0","1","0","1"
"1352","1","1","1","1","1","0","1","1","1","1","1","1"
"1353","1","1","0","1","1","0","1","1","1","1","0","0"
"1354","0","0","1","0","0","0","0","0","0","0","1","0"
"1355","0","1","1","1","1","0","1","1","1","1","1","1"
"1356","1","1","1","1","1","0","1","1","1","1","1","1"
"1357","1","0","0","0","0","0","1","0","1","0","0","0"
"1358","0","1","1","1","1","0","1","1","1","1","1","1"
"1359","0","1","1","1","1","0","1","0","1","1","1","1"
"1360","1","1","1","1","1","0","1","1","1","1","1","0"
"1361","0","0","0","1","1","0","0","0","0","1","0","1"
"1362","1","1","1","0","1","0","1","1","1","0","1","0"
"1363","1","1","1","0","0","0","1","1","1","0","1","0"
"1364","1","1","1","1","1","0","1","1","1","1","1","1"
"1365","1","1","1","1","1","0","1","1","1","1","1","0"
"1366","1","0","0","0","0","0","0","1","0","0","0","0"
"1367","1","1","1","1","1","0","1","1","1","0","1","1"
"1368","1","1","0","0","0","0","1","0","0","0","0","0"
"1369","0","0","0","1","1","0","0","0","0","1","0","1"
"1370","0","1","1","0","1","0","1","1","1","0","1","1"
"1371","1","0","1","0","1","0","1","0","0","0","1","0"
"1372","1","0","0","0","0","0","1","0","0","0","0","1"
"1373","0","1","1","1","1","0","1","1","1","1","1","0"
"1374","0","1","0","0","0","0","1","1","1","0","0","0"
"1375","1","1","0","0","1","0","0","1","1","0","1","0"
"1376","1","1","1","0","1","0","1","1","1","0","1","0"
"1377","0","0","1","0","1","0","0","1","0","0","1","1"
"1378","0","1","0","1","1","0","1","1","0","1","1","1"
"1379","0","1","1","1","1","0","0","1","1","1","1","1"
"1380","1","1","1","1","1","0","1","0","0","1","1","0"
"1381","0","1","1","0","0","0","1","0","0","0","0","0"
"1382","0","1","0","1","0","0","1","1","1","0","0","0"
"1383","0","1","1","1","1","0","1","1","0","1","1","0"
"1384","0","1","1","0","1","0","1","1","1","0","1","1"
"1385","0","0","0","0","0","0","0","0","0","1","0","1"
"1386","0","1","1","1","1","0","1","0","1","1","1","0"
"1387","1","0","0","0","0","0","1","0","0","0","0","0"
"1388","1","1","1","1","1","0","1","1","1","1","1","1"
"1389","1","1","1","1","0","0","1","0","1","1","1","0"
"1390","0","0","0","1","1","0","0","0","0","0","0","0"
"1391","1","1","1","0","1","0","1","0","1","0","1","0"
"1392","1","1","1","1","1","0","1","1","1","1","1","1"
"1393","1","0","0","0","1","0","0","0","0","1","1","0"
"1394","1","0","0","0","0","0","0","0","1","0","0","0"
"1395","0","1","0","0","0","0","1","0","0","0","1","1"
"1396","1","1","1","1","0","0","1","1","1","1","1","0"
"1397","1","1","1","1","0","0","1","0","1","1","1","0"
"1398","0","0","0","0","0","0","0","1","0","0","0","0"
"1399","0","1","1","1","1","0","0","1","1","1","1","1"
"1400","1","0","0","0","0","0","0","1","1","0","1","0"
"1401","0","1","1","1","1","0","1","1","1","1","1","1"
"1402","0","1","1","0","0","0","0","1","1","0","1","0"
"1403","1","1","1","1","1","0","1","1","1","1","1","1"
"1404","1","1","1","1","1","0","1","1","1","1","1","1"
"1405","0","0","0","0","1","0","0","0","0","1","0","1"
"1406","1","1","1","1","1","0","1","1","1","1","1","1"
"1407","1","1","1","1","1","0","0","1","1","1","1","1"
"1408","1","1","1","1","1","0","1","0","1","1","1","0"
"1409","1","1","1","1","1","0","1","1","1","1","1","1"
"1410","1","1","1","1","0","0","1","1","1","1","1","1"
"1411","1","1","1","1","1","0","1","1","1","1","1","1"
"1412","1","1","1","1","1","0","1","1","1","1","1","1"
"1413","0","0","1","0","1","0","0","0","0","0","1","0"
"1414","1","0","0","0","0","0","0","1","1","0","0","0"
"1415","1","1","0","0","0","0","0","0","0","0","0","0"
"1416","0","1","1","1","1","0","1","1","1","1","1","1"
"1417","1","0","0","0","0","0","0","0","1","0","0","0"
"1418","1","0","0","0","0","1","0","1","1","0","0","0"
"1419","0","0","1","1","0","0","0","0","0","0","0","0"
"1420","0","1","1","0","0","0","1","0","0","0","0","0"
"1421","1","1","1","1","1","0","1","1","1","1","1","1"
"1422","0","1","1","1","1","1","1","1","0","0","1","0"
"1423","0","1","1","1","1","0","1","1","0","1","1","1"
"1424","0","0","0","0","0","0","0","0","0","1","0","1"
"1425","1","1","1","1","1","0","1","1","1","1","1","0"
"1426","0","0","0","0","0","0","0","1","1","0","0","0"
"1427","1","1","1","1","1","0","1","1","1","1","1","1"
"1428","1","1","1","0","1","1","1","1","1","0","1","0"
"1429","0","0","0","1","0","0","0","0","0","1","1","0"
"1430","1","1","1","0","1","0","1","1","1","1","1","0"
"1431","1","1","1","1","0","1","1","1","1","0","1","0"
"1432","1","1","1","1","1","0","1","0","1","0","1","1"
"1433","0","0","0","1","1","1","0","0","0","0","0","0"
"1434","1","0","1","0","0","0","0","1","1","0","0","1"
"1435","1","1","1","1","0","1","1","0","1","1","1","1"
"1436","1","1","1","1","1","0","1","1","1","1","1","1"
"1437","1","1","1","1","1","1","1","1","1","1","1","1"
"1438","0","0","1","1","1","0","0","0","0","0","0","0"
"1439","1","1","1","1","1","1","1","1","1","1","1","1"
"1440","0","0","0","1","0","0","0","0","0","1","0","1"
"1441","0","0","0","1","1","0","0","0","0","1","0","1"
"1442","1","0","1","1","1","0","1","0","0","0","0","0"
"1443","0","0","0","1","0","1","1","0","0","0","0","0"
"1444","0","0","0","1","0","0","0","0","0","1","0","0"
"1445","0","0","1","0","1","0","0","1","1","1","1","0"
"1446","0","0","1","0","0","0","1","0","0","0","0","1"
"1447","1","0","0","0","0","0","1","1","1","0","0","0"
"1448","1","1","1","1","1","0","1","1","1","1","1","1"
"1449","0","1","1","0","1","1","1","0","1","0","1","0"
"1450","1","0","0","0","0","0","0","0","1","0","0","0"
"1451","1","1","1","0","0","0","1","1","0","0","1","0"
